id,adjustment_type,driver_id,highest_finish,is_eligible,points,position,round_id,round_number,season_id,session_id,session_number,win_count,year
443112,0,652,1,t,15,2,440,4,,1318,3,1,1987
443113,0,615,2,t,13,3,440,4,,1318,3,0,1987
443114,0,603,2,t,12,4,440,4,,1318,3,0,1987
443115,0,619,1,t,10,5,440,4,,1318,3,1,1987
443116,0,630,3,t,8,6,440,4,,1318,3,0,1987
443117,0,655,4,t,6,7,440,4,,1318,3,0,1987
443118,0,622,3,t,4,8,440,4,,1318,3,0,1987
443119,0,597,4,t,3,9,440,4,,1318,3,0,1987
443120,0,664,5,t,3,10,440,4,,1318,3,0,1987
443121,0,648,5,t,2,11,440,4,,1318,3,0,1987
443122,0,647,5,t,2,12,440,4,,1318,3,0,1987
443123,0,645,5,t,2,13,440,4,,1318,3,0,1987
443124,0,599,6,t,1,14,440,4,,1318,3,0,1987
443125,0,659,6,t,1,15,440,4,,1318,3,0,1987
443126,0,658,7,f,0,,440,4,,1318,3,0,1987
443127,0,632,7,f,0,,440,4,,1318,3,0,1987
443128,0,657,8,f,0,,440,4,,1318,3,0,1987
443129,0,650,8,f,0,,440,4,,1318,3,0,1987
443130,0,638,8,f,0,,440,4,,1318,3,0,1987
443131,0,581,9,f,0,,440,4,,1318,3,0,1987
443132,0,665,10,f,0,,440,4,,1318,3,0,1987
443133,0,631,11,f,0,,440,4,,1318,3,0,1987
443134,0,663,12,f,0,,440,4,,1318,3,0,1987
443135,0,661,,f,0,,440,4,,1318,3,0,1987
443136,0,666,,f,0,,440,4,,1318,3,0,1987
443137,0,667,,f,0,,440,4,,1318,3,0,1987
443138,0,652,1,t,24,1,441,5,,1321,3,2,1987
443139,0,613,1,t,22,2,441,5,,1321,3,2,1987
443140,0,603,2,t,18,3,441,5,,1321,3,0,1987
443141,0,615,2,t,13,4,441,5,,1321,3,0,1987
443142,0,619,1,t,12,5,441,5,,1321,3,1,1987
443143,0,655,4,t,9,6,441,5,,1321,3,0,1987
443144,0,630,3,t,8,7,441,5,,1321,3,0,1987
443145,0,622,3,t,4,8,441,5,,1321,3,0,1987
443146,0,597,4,t,4,9,441,5,,1321,3,0,1987
443147,0,664,5,t,3,10,441,5,,1321,3,0,1987
443148,0,648,5,t,2,11,441,5,,1321,3,0,1987
443149,0,647,5,t,2,12,441,5,,1321,3,0,1987
443150,0,645,5,t,2,13,441,5,,1321,3,0,1987
443151,0,599,6,t,1,14,441,5,,1321,3,0,1987
443152,0,659,6,t,1,15,441,5,,1321,3,0,1987
443153,0,658,7,f,0,,441,5,,1321,3,0,1987
443154,0,632,7,f,0,,441,5,,1321,3,0,1987
443155,0,657,8,f,0,,441,5,,1321,3,0,1987
443156,0,650,8,f,0,,441,5,,1321,3,0,1987
443157,0,638,8,f,0,,441,5,,1321,3,0,1987
443158,0,581,9,f,0,,441,5,,1321,3,0,1987
443159,0,665,10,f,0,,441,5,,1321,3,0,1987
443160,0,631,11,f,0,,441,5,,1321,3,0,1987
443161,0,663,12,f,0,,441,5,,1321,3,0,1987
443162,0,661,,f,0,,441,5,,1321,3,0,1987
443163,0,666,,f,0,,441,5,,1321,3,0,1987
443164,0,667,,f,0,,441,5,,1321,3,0,1987
443165,0,652,1,t,27,1,442,6,,1324,3,2,1987
443166,0,613,1,t,26,2,442,6,,1324,3,2,1987
443167,0,603,2,t,24,3,442,6,,1324,3,0,1987
443168,0,619,1,t,21,4,442,6,,1324,3,2,1987
443169,0,615,2,t,13,5,442,6,,1324,3,0,1987
443170,0,655,4,t,9,6,442,6,,1324,3,0,1987
443171,0,630,3,t,8,7,442,6,,1324,3,0,1987
443172,0,622,3,t,4,8,442,6,,1324,3,0,1987
443173,0,597,4,t,4,9,442,6,,1324,3,0,1987
443174,0,664,5,t,3,10,442,6,,1324,3,0,1987
443175,0,647,5,t,2,11,442,6,,1324,3,0,1987
443176,0,648,5,t,2,12,442,6,,1324,3,0,1987
443177,0,638,5,t,2,13,442,6,,1324,3,0,1987
443178,0,645,5,t,2,14,442,6,,1324,3,0,1987
443179,0,657,6,t,1,15,442,6,,1324,3,0,1987
443180,0,599,6,t,1,16,442,6,,1324,3,0,1987
443181,0,659,6,t,1,17,442,6,,1324,3,0,1987
443182,0,658,7,f,0,,442,6,,1324,3,0,1987
443183,0,632,7,f,0,,442,6,,1324,3,0,1987
443184,0,650,8,f,0,,442,6,,1324,3,0,1987
443185,0,581,9,f,0,,442,6,,1324,3,0,1987
443186,0,665,9,f,0,,442,6,,1324,3,0,1987
443187,0,631,11,f,0,,442,6,,1324,3,0,1987
443188,0,663,12,f,0,,442,6,,1324,3,0,1987
443189,0,666,,f,0,,442,6,,1324,3,0,1987
443190,0,661,,f,0,,442,6,,1324,3,0,1987
443191,0,667,,f,0,,442,6,,1324,3,0,1987
443192,0,652,1,t,31,1,443,7,,1327,3,2,1987
443193,0,619,1,t,30,2,443,7,,1327,3,3,1987
443194,0,603,2,t,30,3,443,7,,1327,3,0,1987
443195,0,613,1,t,26,4,443,7,,1327,3,2,1987
443196,0,615,2,t,13,5,443,7,,1327,3,0,1987
443197,0,655,4,t,9,6,443,7,,1327,3,0,1987
443198,0,630,3,t,8,7,443,7,,1327,3,0,1987
443199,0,664,4,t,6,8,443,7,,1327,3,0,1987
443200,0,622,3,t,4,9,443,7,,1327,3,0,1987
443201,0,597,4,t,4,10,443,7,,1327,3,0,1987
443202,0,638,5,t,3,11,443,7,,1327,3,0,1987
443203,0,647,5,t,2,12,443,7,,1327,3,0,1987
443204,0,648,5,t,2,13,443,7,,1327,3,0,1987
443205,0,645,5,t,2,14,443,7,,1327,3,0,1987
443206,0,631,5,t,2,15,443,7,,1327,3,0,1987
443207,0,657,6,t,1,16,443,7,,1327,3,0,1987
443208,0,599,6,t,1,17,443,7,,1327,3,0,1987
443209,0,659,6,t,1,18,443,7,,1327,3,0,1987
443210,0,658,7,f,0,,443,7,,1327,3,0,1987
443211,0,632,7,f,0,,443,7,,1327,3,0,1987
443212,0,650,8,f,0,,443,7,,1327,3,0,1987
443213,0,665,9,f,0,,443,7,,1327,3,0,1987
443214,0,581,9,f,0,,443,7,,1327,3,0,1987
443215,0,663,12,f,0,,443,7,,1327,3,0,1987
443216,0,666,,f,0,,443,7,,1327,3,0,1987
443217,0,661,,f,0,,443,7,,1327,3,0,1987
443218,0,667,,f,0,,443,7,,1327,3,0,1987
443219,0,603,1,t,39,1,444,8,,1330,3,1,1987
443220,0,652,1,t,35,2,444,8,,1330,3,2,1987
443221,0,619,1,t,30,3,444,8,,1330,3,3,1987
443222,0,613,1,t,26,4,444,8,,1330,3,2,1987
443223,0,615,2,t,19,5,444,8,,1330,3,0,1987
443224,0,655,4,t,9,6,444,8,,1330,3,0,1987
443225,0,630,3,t,8,7,444,8,,1330,3,0,1987
443226,0,664,4,t,6,8,444,8,,1330,3,0,1987
443227,0,622,3,t,4,9,444,8,,1330,3,0,1987
443228,0,657,4,t,4,10,444,8,,1330,3,0,1987
443229,0,597,4,t,4,11,444,8,,1330,3,0,1987
443230,0,647,5,t,4,12,444,8,,1330,3,0,1987
443231,0,638,5,t,3,13,444,8,,1330,3,0,1987
443232,0,648,5,t,2,14,444,8,,1330,3,0,1987
443233,0,645,5,t,2,15,444,8,,1330,3,0,1987
443234,0,631,5,t,2,16,444,8,,1330,3,0,1987
443235,0,650,6,t,1,17,444,8,,1330,3,0,1987
443236,0,599,6,t,1,18,444,8,,1330,3,0,1987
443237,0,659,6,t,1,19,444,8,,1330,3,0,1987
443238,0,658,7,f,0,,444,8,,1330,3,0,1987
443239,0,632,7,f,0,,444,8,,1330,3,0,1987
443240,0,665,9,f,0,,444,8,,1330,3,0,1987
443241,0,581,9,f,0,,444,8,,1330,3,0,1987
443242,0,663,12,f,0,,444,8,,1330,3,0,1987
443243,0,666,,f,0,,444,8,,1330,3,0,1987
443244,0,661,,f,0,,444,8,,1330,3,0,1987
443245,0,667,,f,0,,444,8,,1330,3,0,1987
443246,0,603,1,t,48,1,445,9,,1333,3,2,1987
443247,0,652,1,t,41,2,445,9,,1333,3,2,1987
443248,0,619,1,t,30,3,445,9,,1333,3,3,1987
443249,0,613,1,t,30,4,445,9,,1333,3,2,1987
443250,0,615,2,t,19,5,445,9,,1333,3,0,1987
443251,0,655,4,t,9,6,445,9,,1333,3,0,1987
443252,0,630,3,t,8,7,445,9,,1333,3,0,1987
443253,0,664,4,t,6,8,445,9,,1333,3,0,1987
443254,0,645,4,t,5,9,445,9,,1333,3,0,1987
443255,0,622,3,t,4,10,445,9,,1333,3,0,1987
443256,0,657,4,t,4,11,445,9,,1333,3,0,1987
443257,0,597,4,t,4,12,445,9,,1333,3,0,1987
443258,0,647,5,t,4,13,445,9,,1333,3,0,1987
443259,0,638,5,t,3,14,445,9,,1333,3,0,1987
443260,0,631,5,t,3,15,445,9,,1333,3,0,1987
443261,0,648,5,t,2,16,445,9,,1333,3,0,1987
443262,0,581,5,t,2,17,445,9,,1333,3,0,1987
443263,0,650,6,t,1,18,445,9,,1333,3,0,1987
443264,0,599,6,t,1,19,445,9,,1333,3,0,1987
443265,0,659,6,t,1,20,445,9,,1333,3,0,1987
443266,0,658,7,f,0,,445,9,,1333,3,0,1987
443267,0,632,7,f,0,,445,9,,1333,3,0,1987
443268,0,665,9,f,0,,445,9,,1333,3,0,1987
443269,0,661,11,f,0,,445,9,,1333,3,0,1987
443270,0,663,12,f,0,,445,9,,1333,3,0,1987
443271,0,666,,f,0,,445,9,,1333,3,0,1987
443272,0,667,,f,0,,445,9,,1333,3,0,1987
443273,0,603,1,t,54,1,446,10,,1336,3,2,1987
443274,0,652,1,t,43,2,446,10,,1336,3,2,1987
443275,0,619,1,t,39,3,446,10,,1336,3,4,1987
443276,0,613,1,t,31,4,446,10,,1336,3,2,1987
443277,0,615,2,t,19,5,446,10,,1336,3,0,1987
443278,0,655,4,t,9,6,446,10,,1336,3,0,1987
443279,0,630,3,t,8,7,446,10,,1336,3,0,1987
443280,0,645,4,t,8,8,446,10,,1336,3,0,1987
443281,0,638,3,t,7,9,446,10,,1336,3,0,1987
443282,0,664,4,t,6,10,446,10,,1336,3,0,1987
443283,0,622,3,t,4,11,446,10,,1336,3,0,1987
443284,0,657,4,t,4,12,446,10,,1336,3,0,1987
443285,0,597,4,t,4,13,446,10,,1336,3,0,1987
443286,0,647,5,t,4,14,446,10,,1336,3,0,1987
443287,0,631,5,t,3,15,446,10,,1336,3,0,1987
443288,0,648,5,t,2,16,446,10,,1336,3,0,1987
443289,0,581,5,t,2,17,446,10,,1336,3,0,1987
443290,0,650,6,t,1,18,446,10,,1336,3,0,1987
443291,0,599,6,t,1,19,446,10,,1336,3,0,1987
443292,0,659,6,t,1,20,446,10,,1336,3,0,1987
443293,0,658,7,f,0,,446,10,,1336,3,0,1987
443294,0,632,7,f,0,,446,10,,1336,3,0,1987
443295,0,665,9,f,0,,446,10,,1336,3,0,1987
443296,0,661,11,f,0,,446,10,,1336,3,0,1987
443297,0,663,12,f,0,,446,10,,1336,3,0,1987
443298,0,666,,f,0,,446,10,,1336,3,0,1987
443299,0,667,,f,0,,446,10,,1336,3,0,1987
443300,0,603,1,t,63,1,447,11,,1339,3,3,1987
443301,0,652,1,t,49,2,447,11,,1339,3,2,1987
443302,0,619,1,t,43,3,447,11,,1339,3,4,1987
443303,0,613,1,t,31,4,447,11,,1339,3,2,1987
443304,0,615,2,t,20,5,447,11,,1339,3,0,1987
443305,0,655,4,t,12,6,447,11,,1339,3,0,1987
443306,0,645,4,t,10,7,447,11,,1339,3,0,1987
443307,0,630,3,t,8,8,447,11,,1339,3,0,1987
443308,0,638,3,t,7,9,447,11,,1339,3,0,1987
443309,0,664,4,t,6,10,447,11,,1339,3,0,1987
443310,0,622,3,t,4,11,447,11,,1339,3,0,1987
443311,0,657,4,t,4,12,447,11,,1339,3,0,1987
443312,0,597,4,t,4,13,447,11,,1339,3,0,1987
443313,0,647,5,t,4,14,447,11,,1339,3,0,1987
443314,0,631,5,t,3,15,447,11,,1339,3,0,1987
443315,0,648,5,t,2,16,447,11,,1339,3,0,1987
443316,0,581,5,t,2,17,447,11,,1339,3,0,1987
443317,0,650,6,t,1,18,447,11,,1339,3,0,1987
443318,0,599,6,t,1,19,447,11,,1339,3,0,1987
443319,0,659,6,t,1,20,447,11,,1339,3,0,1987
443320,0,632,7,f,0,,447,11,,1339,3,0,1987
443321,0,658,7,f,0,,447,11,,1339,3,0,1987
443322,0,665,9,f,0,,447,11,,1339,3,0,1987
443323,0,661,11,f,0,,447,11,,1339,3,0,1987
443324,0,663,12,f,0,,447,11,,1339,3,0,1987
443325,0,666,,f,0,,447,11,,1339,3,0,1987
443326,0,667,,f,0,,447,11,,1339,3,0,1987
443327,0,668,,f,0,,447,11,,1339,3,0,1987
443328,0,603,1,t,67,1,448,12,,1342,3,3,1987
443329,0,652,1,t,49,2,448,12,,1342,3,2,1987
443330,0,619,1,t,43,3,448,12,,1342,3,4,1987
443331,0,613,1,t,40,4,448,12,,1342,3,3,1987
443332,0,615,2,t,22,5,448,12,,1342,3,0,1987
443333,0,655,2,t,18,6,448,12,,1342,3,0,1987
443334,0,638,3,t,10,7,448,12,,1342,3,0,1987
443335,0,645,4,t,10,8,448,12,,1342,3,0,1987
443336,0,630,3,t,8,9,448,12,,1342,3,0,1987
443337,0,664,4,t,6,10,448,12,,1342,3,0,1987
443338,0,597,4,t,5,11,448,12,,1342,3,0,1987
443339,0,622,3,t,4,12,448,12,,1342,3,0,1987
443340,0,657,4,t,4,13,448,12,,1342,3,0,1987
443341,0,647,5,t,4,14,448,12,,1342,3,0,1987
443342,0,631,5,t,3,15,448,12,,1342,3,0,1987
443343,0,648,5,t,2,16,448,12,,1342,3,0,1987
443344,0,581,5,t,2,17,448,12,,1342,3,0,1987
443345,0,650,6,t,1,18,448,12,,1342,3,0,1987
443346,0,659,6,t,1,19,448,12,,1342,3,0,1987
443347,0,599,6,t,1,20,448,12,,1342,3,0,1987
443348,0,632,7,f,0,,448,12,,1342,3,0,1987
443349,0,658,7,f,0,,448,12,,1342,3,0,1987
443350,0,665,9,f,0,,448,12,,1342,3,0,1987
443351,0,661,11,f,0,,448,12,,1342,3,0,1987
443352,0,663,12,f,0,,448,12,,1342,3,0,1987
443353,0,666,,f,0,,448,12,,1342,3,0,1987
443354,0,668,,f,0,,448,12,,1342,3,0,1987
443355,0,667,,f,0,,448,12,,1342,3,0,1987
443356,0,603,1,t,70,1,449,13,,1345,3,3,1987
443357,0,619,1,t,52,2,449,13,,1345,3,5,1987
443358,0,652,1,t,51,3,449,13,,1345,3,2,1987
443359,0,613,1,t,46,4,449,13,,1345,3,3,1987
443360,0,615,2,t,26,5,449,13,,1345,3,0,1987
443361,0,655,2,t,18,6,449,13,,1345,3,0,1987
443362,0,638,3,t,10,7,449,13,,1345,3,0,1987
443363,0,645,4,t,10,8,449,13,,1345,3,0,1987
443364,0,630,3,t,8,9,449,13,,1345,3,0,1987
443365,0,664,4,t,6,10,449,13,,1345,3,0,1987
443366,0,597,4,t,5,11,449,13,,1345,3,0,1987
443367,0,622,3,t,4,12,449,13,,1345,3,0,1987
443368,0,657,4,t,4,13,449,13,,1345,3,0,1987
443369,0,647,5,t,4,14,449,13,,1345,3,0,1987
443370,0,631,5,t,3,15,449,13,,1345,3,0,1987
443371,0,648,5,t,2,16,449,13,,1345,3,0,1987
443372,0,581,5,t,2,17,449,13,,1345,3,0,1987
443373,0,650,6,t,2,18,449,13,,1345,3,0,1987
443374,0,659,6,t,1,19,449,13,,1345,3,0,1987
443375,0,599,6,t,1,20,449,13,,1345,3,0,1987
443376,0,632,7,f,0,,449,13,,1345,3,0,1987
443377,0,658,7,f,0,,449,13,,1345,3,0,1987
443378,0,665,9,f,0,,449,13,,1345,3,0,1987
443379,0,661,11,f,0,,449,13,,1345,3,0,1987
443380,0,663,12,f,0,,449,13,,1345,3,0,1987
443381,0,666,14,f,0,,449,13,,1345,3,0,1987
443382,0,668,,f,0,,449,13,,1345,3,0,1987
443383,0,667,,f,0,,449,13,,1345,3,0,1987
443384,0,669,,f,0,,449,13,,1345,3,0,1987
443385,0,603,1,t,73,1,450,14,,1348,3,3,1987
443386,0,619,1,t,61,2,450,14,,1348,3,6,1987
443387,0,652,1,t,51,3,450,14,,1348,3,2,1987
443388,0,613,1,t,46,4,450,14,,1348,3,3,1987
443389,0,615,2,t,26,5,450,14,,1348,3,0,1987
443390,0,655,2,t,18,6,450,14,,1348,3,0,1987
443391,0,638,3,t,12,7,450,14,,1348,3,0,1987
443392,0,645,4,t,10,8,450,14,,1348,3,0,1987
443393,0,630,3,t,8,9,450,14,,1348,3,0,1987
443394,0,597,4,t,8,10,450,14,,1348,3,0,1987
443395,0,581,3,t,6,11,450,14,,1348,3,0,1987
443396,0,664,4,t,6,12,450,14,,1348,3,0,1987
443397,0,622,3,t,4,13,450,14,,1348,3,0,1987
443398,0,657,4,t,4,14,450,14,,1348,3,0,1987
443399,0,647,5,t,4,15,450,14,,1348,3,0,1987
443400,0,631,5,t,3,16,450,14,,1348,3,0,1987
443401,0,650,6,t,3,17,450,14,,1348,3,0,1987
443402,0,648,5,t,2,18,450,14,,1348,3,0,1987
443403,0,659,6,t,1,19,450,14,,1348,3,0,1987
443404,0,599,6,t,1,20,450,14,,1348,3,0,1987
443405,0,632,7,f,0,,450,14,,1348,3,0,1987
443406,0,658,7,f,0,,450,14,,1348,3,0,1987
443407,0,665,9,f,0,,450,14,,1348,3,0,1987
443408,0,670,9,f,0,,450,14,,1348,3,0,1987
443409,0,661,11,f,0,,450,14,,1348,3,0,1987
443410,0,663,12,f,0,,450,14,,1348,3,0,1987
443411,0,666,14,f,0,,450,14,,1348,3,0,1987
443412,0,668,,f,0,,450,14,,1348,3,0,1987
443413,0,667,,f,0,,450,14,,1348,3,0,1987
443414,0,669,,f,0,,450,14,,1348,3,0,1987
443415,0,603,1,t,73,1,451,15,,1351,3,3,1987
443416,0,619,1,t,61,2,451,15,,1351,3,6,1987
443417,0,652,1,t,57,3,451,15,,1351,3,2,1987
443418,0,613,1,t,46,4,451,15,,1351,3,3,1987
443419,0,615,2,t,30,5,451,15,,1351,3,0,1987
443420,0,655,1,t,27,6,451,15,,1351,3,1,1987
443421,0,638,3,t,12,7,451,15,,1351,3,0,1987
443422,0,645,4,t,12,8,451,15,,1351,3,0,1987
443423,0,630,3,t,11,9,451,15,,1351,3,0,1987
443424,0,597,4,t,8,10,451,15,,1351,3,0,1987
443425,0,664,4,t,7,11,451,15,,1351,3,0,1987
443426,0,581,3,t,6,12,451,15,,1351,3,0,1987
443427,0,622,3,t,4,13,451,15,,1351,3,0,1987
443428,0,657,4,t,4,14,451,15,,1351,3,0,1987
443429,0,647,5,t,4,15,451,15,,1351,3,0,1987
443430,0,631,5,t,3,16,451,15,,1351,3,0,1987
443431,0,650,6,t,3,17,451,15,,1351,3,0,1987
443432,0,648,5,t,2,18,451,15,,1351,3,0,1987
443433,0,659,6,t,1,19,451,15,,1351,3,0,1987
443434,0,599,6,t,1,20,451,15,,1351,3,0,1987
443435,0,632,7,f,0,,451,15,,1351,3,0,1987
443436,0,658,7,f,0,,451,15,,1351,3,0,1987
443437,0,665,9,f,0,,451,15,,1351,3,0,1987
443438,0,670,9,f,0,,451,15,,1351,3,0,1987
443439,0,661,11,f,0,,451,15,,1351,3,0,1987
443440,0,663,12,f,0,,451,15,,1351,3,0,1987
443441,0,666,14,f,0,,451,15,,1351,3,0,1987
443442,0,668,,f,0,,451,15,,1351,3,0,1987
443443,0,639,,f,0,,451,15,,1351,3,0,1987
443444,0,667,,f,0,,451,15,,1351,3,0,1987
443445,0,669,,f,0,,451,15,,1351,3,0,1987
443446,0,603,1,t,73,1,452,16,38,1354,3,3,1987
443447,0,619,1,t,61,2,452,16,38,1354,3,6,1987
443448,0,652,1,t,57,3,452,16,38,1354,3,2,1987
443449,0,613,1,t,46,4,452,16,38,1354,3,3,1987
443450,0,655,1,t,36,5,452,16,38,1354,3,2,1987
443451,0,615,2,t,30,6,452,16,38,1354,3,0,1987
443452,0,630,2,t,17,7,452,16,38,1354,3,0,1987
443453,0,645,3,t,16,8,452,16,38,1354,3,0,1987
443454,0,638,3,t,12,9,452,16,38,1354,3,0,1987
443455,0,597,4,t,8,10,452,16,38,1354,3,0,1987
443456,0,647,4,t,7,11,452,16,38,1354,3,0,1987
443457,0,664,4,t,7,12,452,16,38,1354,3,0,1987
443458,0,581,3,t,6,13,452,16,38,1354,3,0,1987
443459,0,622,3,t,4,14,452,16,38,1354,3,0,1987
443460,0,657,4,t,4,15,452,16,38,1354,3,0,1987
443461,0,631,5,t,3,16,452,16,38,1354,3,0,1987
443462,0,650,6,t,3,17,452,16,38,1354,3,0,1987
443463,0,648,5,t,2,18,452,16,38,1354,3,0,1987
443464,0,659,6,t,1,19,452,16,38,1354,3,0,1987
443465,0,599,6,t,1,20,452,16,38,1354,3,0,1987
443466,0,639,6,t,1,21,452,16,38,1354,3,0,1987
443467,0,670,5,f,0,,452,16,38,1354,3,0,1987
443468,0,658,7,f,0,,452,16,38,1354,3,0,1987
443469,0,632,7,f,0,,452,16,38,1354,3,0,1987
443470,0,665,9,f,0,,452,16,38,1354,3,0,1987
443471,0,661,11,f,0,,452,16,38,1354,3,0,1987
443472,0,663,12,f,0,,452,16,38,1354,3,0,1987
443473,0,666,14,f,0,,452,16,38,1354,3,0,1987
443474,0,668,,f,0,,452,16,38,1354,3,0,1987
443475,0,667,,f,0,,452,16,38,1354,3,0,1987
443476,0,671,,f,0,,452,16,38,1354,3,0,1987
443477,0,669,,f,0,,452,16,38,1354,3,0,1987
443478,0,613,1,t,9,1,453,1,,1357,3,1,1988
443479,0,655,2,t,6,2,453,1,,1357,3,0,1988
443480,0,603,3,t,4,3,453,1,,1357,3,0,1988
443481,0,631,4,t,3,4,453,1,,1357,3,0,1988
443482,0,630,5,t,2,5,453,1,,1357,3,0,1988
443483,0,664,6,t,1,6,453,1,,1357,3,0,1988
443484,0,645,7,f,0,,453,1,,1357,3,0,1988
443485,0,597,8,f,0,,453,1,,1357,3,0,1988
443486,0,615,9,f,0,,453,1,,1357,3,0,1988
443487,0,622,,f,0,,453,1,,1357,3,0,1988
443488,0,647,,f,0,,453,1,,1357,3,0,1988
443489,0,672,,f,0,,453,1,,1357,3,0,1988
443490,0,650,,f,0,,453,1,,1357,3,0,1988
443491,0,667,,f,0,,453,1,,1357,3,0,1988
443492,0,657,,f,0,,453,1,,1357,3,0,1988
443493,0,670,,f,0,,453,1,,1357,3,0,1988
443494,0,652,,f,0,,453,1,,1357,3,0,1988
443495,0,599,,f,0,,453,1,,1357,3,0,1988
443496,0,671,,f,0,,453,1,,1357,3,0,1988
443497,0,619,,f,0,,453,1,,1357,3,0,1988
443498,0,661,,f,0,,453,1,,1357,3,0,1988
443499,0,581,,f,0,,453,1,,1357,3,0,1988
443500,0,659,,f,0,,453,1,,1357,3,0,1988
443501,0,666,,f,0,,453,1,,1357,3,0,1988
443502,0,673,,f,0,,453,1,,1357,3,0,1988
443503,0,674,,f,0,,453,1,,1357,3,0,1988
443504,0,613,1,t,15,1,454,2,,1360,3,1,1988
443505,0,652,1,t,9,2,454,2,,1360,3,1,1988
443506,0,655,2,t,8,3,454,2,,1360,3,0,1988
443507,0,603,3,t,8,4,454,2,,1360,3,0,1988
443508,0,645,4,t,3,5,454,2,,1360,3,0,1988
443509,0,631,4,t,3,6,454,2,,1360,3,0,1988
443510,0,630,5,t,2,7,454,2,,1360,3,0,1988
443511,0,664,6,t,1,8,454,2,,1360,3,0,1988
443512,0,661,6,t,1,9,454,2,,1360,3,0,1988
443513,0,597,7,f,0,,454,2,,1360,3,0,1988
443514,0,615,9,f,0,,454,2,,1360,3,0,1988
443515,0,657,10,f,0,,454,2,,1360,3,0,1988
443516,0,672,11,f,0,,454,2,,1360,3,0,1988
443517,0,670,12,f,0,,454,2,,1360,3,0,1988
443518,0,581,13,f,0,,454,2,,1360,3,0,1988
443519,0,647,14,f,0,,454,2,,1360,3,0,1988
443520,0,673,15,f,0,,454,2,,1360,3,0,1988
443521,0,666,16,f,0,,454,2,,1360,3,0,1988
443522,0,650,17,f,0,,454,2,,1360,3,0,1988
443523,0,622,,f,0,,454,2,,1360,3,0,1988
443524,0,667,,f,0,,454,2,,1360,3,0,1988
443525,0,599,,f,0,,454,2,,1360,3,0,1988
443526,0,671,,f,0,,454,2,,1360,3,0,1988
443527,0,619,,f,0,,454,2,,1360,3,0,1988
443528,0,675,,f,0,,454,2,,1360,3,0,1988
443529,0,659,,f,0,,454,2,,1360,3,0,1988
443530,0,663,,f,0,,454,2,,1360,3,0,1988
443531,0,632,,f,0,,454,2,,1360,3,0,1988
443532,0,674,,f,0,,454,2,,1360,3,0,1988
443533,0,669,,f,0,,454,2,,1360,3,0,1988
443534,0,613,1,t,24,1,455,3,,1363,3,2,1988
443535,0,655,2,t,14,2,455,3,,1363,3,0,1988
443536,0,652,1,t,9,3,455,3,,1363,3,1,1988
443537,0,603,3,t,8,4,455,3,,1363,3,0,1988
443538,0,630,3,t,6,5,455,3,,1363,3,0,1988
443539,0,631,4,t,6,6,455,3,,1363,3,0,1988
443540,0,645,4,t,3,7,455,3,,1363,3,0,1988
443541,0,647,5,t,2,8,455,3,,1363,3,0,1988
443542,0,664,6,t,1,9,455,3,,1363,3,0,1988
443543,0,581,6,t,1,10,455,3,,1363,3,0,1988
443544,0,661,6,t,1,11,455,3,,1363,3,0,1988
443545,0,597,7,f,0,,455,3,,1363,3,0,1988
443546,0,670,7,f,0,,455,3,,1363,3,0,1988
443547,0,615,9,f,0,,455,3,,1363,3,0,1988
443548,0,669,9,f,0,,455,3,,1363,3,0,1988
443549,0,657,10,f,0,,455,3,,1363,3,0,1988
443550,0,659,10,f,0,,455,3,,1363,3,0,1988
443551,0,672,11,f,0,,455,3,,1363,3,0,1988
443552,0,673,15,f,0,,455,3,,1363,3,0,1988
443553,0,666,16,f,0,,455,3,,1363,3,0,1988
443554,0,650,17,f,0,,455,3,,1363,3,0,1988
443555,0,622,,f,0,,455,3,,1363,3,0,1988
443556,0,667,,f,0,,455,3,,1363,3,0,1988
443557,0,632,,f,0,,455,3,,1363,3,0,1988
443558,0,619,,f,0,,455,3,,1363,3,0,1988
443559,0,599,,f,0,,455,3,,1363,3,0,1988
443560,0,671,,f,0,,455,3,,1363,3,0,1988
443561,0,674,,f,0,,455,3,,1363,3,0,1988
443562,0,675,,f,0,,455,3,,1363,3,0,1988
443563,0,663,,f,0,,455,3,,1363,3,0,1988
443564,0,613,1,t,33,1,456,4,,1366,3,3,1988
443565,0,655,2,t,18,2,456,4,,1366,3,0,1988
443566,0,652,1,t,15,3,456,4,,1366,3,1,1988
443567,0,630,3,t,9,4,456,4,,1366,3,0,1988
443568,0,603,3,t,8,5,456,4,,1366,3,0,1988
443569,0,631,4,t,8,6,456,4,,1366,3,0,1988
443570,0,645,4,t,3,7,456,4,,1366,3,0,1988
443571,0,647,5,t,2,8,456,4,,1366,3,0,1988
443572,0,597,6,t,1,9,456,4,,1366,3,0,1988
443573,0,661,6,t,1,10,456,4,,1366,3,0,1988
443574,0,664,6,t,1,11,456,4,,1366,3,0,1988
443575,0,581,6,t,1,12,456,4,,1366,3,0,1988
443576,0,670,7,f,0,,456,4,,1366,3,0,1988
443577,0,615,9,f,0,,456,4,,1366,3,0,1988
443578,0,669,9,f,0,,456,4,,1366,3,0,1988
443579,0,657,10,f,0,,456,4,,1366,3,0,1988
443580,0,659,10,f,0,,456,4,,1366,3,0,1988
443581,0,672,11,f,0,,456,4,,1366,3,0,1988
443582,0,674,13,f,0,,456,4,,1366,3,0,1988
443583,0,667,14,f,0,,456,4,,1366,3,0,1988
