id,adjustment_type,driver_id,highest_finish,is_eligible,points,position,round_id,round_number,season_id,session_id,session_number,win_count,year
425647,0,847,,t,0,1,,1,,5134,4,0,2026
425648,0,857,,t,0,2,,1,,5134,4,0,2026
425649,0,795,,t,0,3,,1,,5134,4,0,2026
425650,0,845,,t,0,4,,1,,5134,4,0,2026
425651,0,864,,t,0,5,,1,,5134,4,0,2026
425652,0,863,,t,0,6,,1,,5134,4,0,2026
425653,0,843,,t,0,7,,1,,5134,4,0,2026
425654,0,873,,t,0,8,,1,,5134,4,0,2026
425655,0,858,,t,0,9,,1,,5134,4,0,2026
425656,0,862,,t,0,10,,1,,5134,4,0,2026
425657,0,838,,t,0,11,,1,,5134,4,0,2026
425658,0,807,,t,0,12,,1,,5134,4,0,2026
425659,0,846,,t,0,13,,1,,5134,4,0,2026
425660,0,841,,t,0,14,,1,,5134,4,0,2026
425661,0,860,,t,0,15,,1,,5134,4,0,2026
425662,0,859,,t,0,16,,1,,5134,4,0,2026
425663,0,763,,t,0,17,,1,,5134,4,0,2026
425664,0,815,,t,0,18,,1,,5134,4,0,2026
425665,0,820,,t,0,19,,1,,5134,4,0,2026
425666,0,831,,f,0,,,1,,5134,4,0,2026
425667,0,847,,t,0,1,,1,,5135,5,0,2026
425668,0,843,,t,0,2,,1,,5135,5,0,2026
425669,0,863,,t,0,3,,1,,5135,5,0,2026
425670,0,857,,t,0,4,,1,,5135,5,0,2026
425671,0,864,,t,0,5,,1,,5135,5,0,2026
425672,0,845,,t,0,6,,1,,5135,5,0,2026
425673,0,795,,t,0,7,,1,,5135,5,0,2026
425674,0,873,,t,0,8,,1,,5135,5,0,2026
425675,0,858,,t,0,9,,1,,5135,5,0,2026
425676,0,862,,t,0,10,,1,,5135,5,0,2026
425677,0,807,,t,0,11,,1,,5135,5,0,2026
425678,0,859,,t,0,12,,1,,5135,5,0,2026
425679,0,838,,t,0,13,,1,,5135,5,0,2026
425680,0,841,,t,0,14,,1,,5135,5,0,2026
425681,0,846,,t,0,15,,1,,5135,5,0,2026
425682,0,860,,t,0,16,,1,,5135,5,0,2026
425683,0,763,,t,0,17,,1,,5135,5,0,2026
425684,0,815,,t,0,18,,1,,5135,5,0,2026
425685,0,820,,t,0,19,,1,,5135,5,0,2026
425686,0,831,,f,0,,,1,,5135,5,0,2026
425687,0,847,,t,0,1,,1,,5136,6,0,2026
425688,0,863,,t,0,2,,1,,5136,6,0,2026
425689,0,864,,t,0,3,,1,,5136,6,0,2026
425690,0,843,,t,0,4,,1,,5136,6,0,2026
425691,0,857,,t,0,5,,1,,5136,6,0,2026
425692,0,845,,t,0,6,,1,,5136,6,0,2026
425693,0,795,,t,0,7,,1,,5136,6,0,2026
425694,0,858,,t,0,8,,1,,5136,6,0,2026
425695,0,873,,t,0,9,,1,,5136,6,0,2026
425696,0,862,,t,0,10,,1,,5136,6,0,2026
425697,0,807,,t,0,11,,1,,5136,6,0,2026
425698,0,859,,t,0,12,,1,,5136,6,0,2026
425699,0,838,,t,0,13,,1,,5136,6,0,2026
425700,0,841,,t,0,14,,1,,5136,6,0,2026
425701,0,846,,t,0,15,,1,,5136,6,0,2026
425702,0,860,,t,0,16,,1,,5136,6,0,2026
425703,0,763,,t,0,17,,1,,5136,6,0,2026
425704,0,815,,t,0,18,,1,,5136,6,0,2026
425705,0,820,,t,0,19,,1,,5136,6,0,2026
425706,0,831,,f,0,,,1,,5136,6,0,2026
425707,0,847,1,t,25,1,1174,1,,5137,7,1,2026
425708,0,863,2,t,18,2,1174,1,,5137,7,0,2026
425709,0,843,3,t,15,3,1174,1,,5137,7,0,2026
425710,0,795,4,t,12,4,1174,1,,5137,7,0,2026
425711,0,845,5,t,10,5,1174,1,,5137,7,0,2026
425712,0,831,6,t,8,6,1174,1,,5137,7,0,2026
425713,0,859,7,t,6,7,1174,1,,5137,7,0,2026
425714,0,873,8,t,4,8,1174,1,,5137,7,0,2026
425715,0,862,9,t,2,9,1174,1,,5137,7,0,2026
425716,0,841,10,t,1,10,1174,1,,5137,7,0,2026
425717,0,838,11,t,0,11,1174,1,,5137,7,0,2026
425718,0,846,12,t,0,12,1174,1,,5137,7,0,2026
425719,0,858,13,t,0,13,1174,1,,5137,7,0,2026
425720,0,860,14,t,0,14,1174,1,,5137,7,0,2026
425721,0,830,15,t,0,15,1174,1,,5137,7,0,2026
425722,0,815,16,t,0,16,1174,1,,5137,7,0,2026
425723,0,864,,t,0,17,1174,1,,5137,7,0,2026
425724,0,857,,t,0,18,1174,1,,5137,7,0,2026
425725,0,807,,t,0,19,1174,1,,5137,7,0,2026
425726,0,763,,t,0,20,1174,1,,5137,7,0,2026
425727,0,820,,t,0,21,1174,1,,5137,7,0,2026
425728,0,840,,f,0,,1174,1,,5137,7,0,2026
425729,0,847,1,t,33,1,,2,,5142,5,1,2026
425730,0,863,2,t,22,2,,2,,5142,5,0,2026
425731,0,843,3,t,22,3,,2,,5142,5,0,2026
425732,0,795,4,t,18,4,,2,,5142,5,0,2026
425733,0,845,5,t,15,5,,2,,5142,5,0,2026
425734,0,831,6,t,8,6,,2,,5142,5,0,2026
425735,0,859,7,t,7,7,,2,,5142,5,0,2026
425736,0,873,8,t,4,8,,2,,5142,5,0,2026
425737,0,857,,t,3,9,,2,,5142,5,0,2026
425738,0,862,9,t,2,10,,2,,5142,5,0,2026
425739,0,858,13,t,2,11,,2,,5142,5,0,2026
425740,0,841,10,t,1,12,,2,,5142,5,0,2026
425741,0,838,11,t,0,13,,2,,5142,5,0,2026
425742,0,846,12,t,0,14,,2,,5142,5,0,2026
425743,0,860,14,t,0,15,,2,,5142,5,0,2026
425744,0,830,15,t,0,16,,2,,5142,5,0,2026
425745,0,815,16,t,0,17,,2,,5142,5,0,2026
425746,0,864,,t,0,18,,2,,5142,5,0,2026
425747,0,807,,t,0,19,,2,,5142,5,0,2026
425748,0,763,,t,0,20,,2,,5142,5,0,2026
425749,0,820,,t,0,21,,2,,5142,5,0,2026
425750,0,840,,f,0,,,2,,5142,5,0,2026
425751,0,847,1,t,33,1,,2,,5143,6,1,2026
425752,0,863,2,t,22,2,,2,,5143,6,0,2026
425753,0,843,3,t,22,3,,2,,5143,6,0,2026
425754,0,795,4,t,18,4,,2,,5143,6,0,2026
425755,0,845,5,t,15,5,,2,,5143,6,0,2026
425756,0,831,6,t,8,6,,2,,5143,6,0,2026
425757,0,859,7,t,7,7,,2,,5143,6,0,2026
425758,0,873,8,t,4,8,,2,,5143,6,0,2026
425759,0,857,,t,3,9,,2,,5143,6,0,2026
425760,0,862,9,t,2,10,,2,,5143,6,0,2026
425761,0,858,13,t,2,11,,2,,5143,6,0,2026
425762,0,841,10,t,1,12,,2,,5143,6,0,2026
425763,0,838,11,t,0,13,,2,,5143,6,0,2026
425764,0,846,12,t,0,14,,2,,5143,6,0,2026
425765,0,860,14,t,0,15,,2,,5143,6,0,2026
425766,0,830,15,t,0,16,,2,,5143,6,0,2026
425767,0,815,16,t,0,17,,2,,5143,6,0,2026
425768,0,864,,t,0,18,,2,,5143,6,0,2026
425769,0,807,,t,0,19,,2,,5143,6,0,2026
425770,0,763,,t,0,20,,2,,5143,6,0,2026
425771,0,820,,t,0,21,,2,,5143,6,0,2026
425772,0,840,,t,0,22,,2,,5143,6,0,2026
425773,0,847,1,t,33,1,,2,,5144,7,1,2026
425774,0,863,2,t,22,2,,2,,5144,7,0,2026
425775,0,843,3,t,22,3,,2,,5144,7,0,2026
425776,0,795,4,t,18,4,,2,,5144,7,0,2026
425777,0,845,5,t,15,5,,2,,5144,7,0,2026
425778,0,831,6,t,8,6,,2,,5144,7,0,2026
425779,0,859,7,t,7,7,,2,,5144,7,0,2026
425780,0,873,8,t,4,8,,2,,5144,7,0,2026
425781,0,857,,t,3,9,,2,,5144,7,0,2026
425782,0,862,9,t,2,10,,2,,5144,7,0,2026
425783,0,858,13,t,2,11,,2,,5144,7,0,2026
425784,0,841,10,t,1,12,,2,,5144,7,0,2026
425785,0,838,11,t,0,13,,2,,5144,7,0,2026
425786,0,846,12,t,0,14,,2,,5144,7,0,2026
425787,0,860,14,t,0,15,,2,,5144,7,0,2026
425788,0,830,15,t,0,16,,2,,5144,7,0,2026
425789,0,815,16,t,0,17,,2,,5144,7,0,2026
425790,0,864,,t,0,18,,2,,5144,7,0,2026
425791,0,807,,t,0,19,,2,,5144,7,0,2026
425792,0,763,,t,0,20,,2,,5144,7,0,2026
425793,0,820,,t,0,21,,2,,5144,7,0,2026
425794,0,840,,t,0,22,,2,,5144,7,0,2026
425795,0,847,1,t,33,1,,2,,5145,8,1,2026
425796,0,863,2,t,22,2,,2,,5145,8,0,2026
425797,0,843,3,t,22,3,,2,,5145,8,0,2026
425798,0,795,4,t,18,4,,2,,5145,8,0,2026
425799,0,845,5,t,15,5,,2,,5145,8,0,2026
425800,0,831,6,t,8,6,,2,,5145,8,0,2026
425801,0,859,7,t,7,7,,2,,5145,8,0,2026
425802,0,873,8,t,4,8,,2,,5145,8,0,2026
425803,0,857,,t,3,9,,2,,5145,8,0,2026
425804,0,862,9,t,2,10,,2,,5145,8,0,2026
425805,0,858,13,t,2,11,,2,,5145,8,0,2026
425806,0,841,10,t,1,12,,2,,5145,8,0,2026
425807,0,838,11,t,0,13,,2,,5145,8,0,2026
425808,0,846,12,t,0,14,,2,,5145,8,0,2026
425809,0,860,14,t,0,15,,2,,5145,8,0,2026
425810,0,830,15,t,0,16,,2,,5145,8,0,2026
425811,0,815,16,t,0,17,,2,,5145,8,0,2026
425812,0,864,,t,0,18,,2,,5145,8,0,2026
425813,0,807,,t,0,19,,2,,5145,8,0,2026
425814,0,763,,t,0,20,,2,,5145,8,0,2026
425815,0,820,,t,0,21,,2,,5145,8,0,2026
425816,0,840,,t,0,22,,2,,5145,8,0,2026
425817,0,1,1,t,9,1,1,1,,1,3,1,1950
425818,0,2,2,t,6,2,1,1,,1,3,0,1950
425819,0,3,3,t,4,3,1,1,,1,3,0,1950
425820,0,4,4,t,3,4,1,1,,1,3,0,1950
425821,0,5,5,t,2,5,1,1,,1,3,0,1950
425822,0,6,6,f,0,,1,1,,1,3,0,1950
425823,0,7,7,f,0,,1,1,,1,3,0,1950
425824,0,8,8,f,0,,1,1,,1,3,0,1950
425825,0,9,9,f,0,,1,1,,1,3,0,1950
425826,0,10,10,f,0,,1,1,,1,3,0,1950
425827,0,11,10,f,0,,1,1,,1,3,0,1950
425828,0,12,11,f,0,,1,1,,1,3,0,1950
425829,0,13,,f,0,,1,1,,1,3,0,1950
425830,0,14,,f,0,,1,1,,1,3,0,1950
425831,0,15,,f,0,,1,1,,1,3,0,1950
425832,0,16,,f,0,,1,1,,1,3,0,1950
425833,0,17,,f,0,,1,1,,1,3,0,1950
425834,0,18,,f,0,,1,1,,1,3,0,1950
425835,0,19,,f,0,,1,1,,1,3,0,1950
425836,0,20,,f,0,,1,1,,1,3,0,1950
425837,0,21,,f,0,,1,1,,1,3,0,1950
425838,0,22,,f,0,,1,1,,1,3,0,1950
425839,0,23,,f,0,,1,1,,1,3,0,1950
425840,0,1,1,t,9,1,2,2,,4,3,1,1950
425841,0,13,1,t,9,2,2,2,,4,3,1,1950
425842,0,2,2,t,6,3,2,2,,4,3,0,1950
425843,0,24,2,t,6,4,2,2,,4,3,0,1950
425844,0,19,3,t,4,5,2,2,,4,3,0,1950
425845,0,3,3,t,4,6,2,2,,4,3,0,1950
425846,0,4,4,t,3,7,2,2,,4,3,0,1950
425847,0,25,4,t,3,8,2,2,,4,3,0,1950
425848,0,5,5,t,2,9,2,2,,4,3,0,1950
425849,0,15,5,t,2,10,2,2,,4,3,0,1950
425850,0,6,6,f,0,,2,2,,4,3,0,1950
425851,0,12,7,f,0,,2,2,,4,3,0,1950
425852,0,7,7,f,0,,2,2,,4,3,0,1950
425853,0,8,8,f,0,,2,2,,4,3,0,1950
425854,0,9,9,f,0,,2,2,,4,3,0,1950
425855,0,10,10,f,0,,2,2,,4,3,0,1950
425856,0,11,10,f,0,,2,2,,4,3,0,1950
425857,0,26,,f,0,,2,2,,4,3,0,1950
425858,0,27,,f,0,,2,2,,4,3,0,1950
425859,0,14,,f,0,,2,2,,4,3,0,1950
425860,0,28,,f,0,,2,2,,4,3,0,1950
425861,0,18,,f,0,,2,2,,4,3,0,1950
425862,0,16,,f,0,,2,2,,4,3,0,1950
425863,0,17,,f,0,,2,2,,4,3,0,1950
425864,0,29,,f,0,,2,2,,4,3,0,1950
425865,0,30,,f,0,,2,2,,4,3,0,1950
425866,0,20,,f,0,,2,2,,4,3,0,1950
425867,0,31,,f,0,,2,2,,4,3,0,1950
425868,0,21,,f,0,,2,2,,4,3,0,1950
425869,0,22,,f,0,,2,2,,4,3,0,1950
425870,0,32,,f,0,,2,2,,4,3,0,1950
425871,0,23,,f,0,,2,2,,4,3,0,1950
425872,0,33,,f,0,,2,2,,4,3,0,1950
425873,0,1,1,t,9,1,3,3,,7,3,1,1950
425874,0,13,1,t,9,2,3,3,,7,3,1,1950
425875,0,34,1,t,9,3,3,3,,7,3,1,1950
425876,0,2,2,t,6,4,3,3,,7,3,0,1950
425877,0,24,2,t,6,5,3,3,,7,3,0,1950
425878,0,35,2,t,6,6,3,3,,7,3,0,1950
425879,0,19,3,t,4,7,3,3,,7,3,0,1950
425880,0,3,3,t,4,8,3,3,,7,3,0,1950
425881,0,36,3,t,4,9,3,3,,7,3,0,1950
425882,0,4,4,t,3,10,3,3,,7,3,0,1950
425883,0,25,4,t,3,11,3,3,,7,3,0,1950
425884,0,37,4,t,3,12,3,3,,7,3,0,1950
425885,0,5,5,t,2,13,3,3,,7,3,0,1950
425886,0,15,5,t,2,14,3,3,,7,3,0,1950
425887,0,38,5,t,1,15,3,3,,7,3,0,1950
425888,0,39,5,t,1,16,3,3,,7,3,0,1950
425889,0,6,6,f,0,,3,3,,7,3,0,1950
425890,0,40,6,f,0,,3,3,,7,3,0,1950
425891,0,12,7,f,0,,3,3,,7,3,0,1950
425892,0,7,7,f,0,,3,3,,7,3,0,1950
425893,0,41,7,f,0,,3,3,,7,3,0,1950
425894,0,8,8,f,0,,3,3,,7,3,0,1950
425895,0,42,8,f,0,,3,3,,7,3,0,1950
425896,0,9,9,f,0,,3,3,,7,3,0,1950
425897,0,43,9,f,0,,3,3,,7,3,0,1950
425898,0,10,10,f,0,,3,3,,7,3,0,1950
425899,0,11,10,f,0,,3,3,,7,3,0,1950
425900,0,44,10,f,0,,3,3,,7,3,0,1950
425901,0,45,11,f,0,,3,3,,7,3,0,1950
425902,0,46,12,f,0,,3,3,,7,3,0,1950
425903,0,47,13,f,0,,3,3,,7,3,0,1950
425904,0,48,14,f,0,,3,3,,7,3,0,1950
425905,0,49,15,f,0,,3,3,,7,3,0,1950
425906,0,50,16,f,0,,3,3,,7,3,0,1950
425907,0,51,17,f,0,,3,3,,7,3,0,1950
425908,0,52,18,f,0,,3,3,,7,3,0,1950
425909,0,53,19,f,0,,3,3,,7,3,0,1950
425910,0,54,20,f,0,,3,3,,7,3,0,1950
425911,0,55,21,f,0,,3,3,,7,3,0,1950
425912,0,56,22,f,0,,3,3,,7,3,0,1950
425913,0,57,23,f,0,,3,3,,7,3,0,1950
425914,0,58,24,f,0,,3,3,,7,3,0,1950
425915,0,26,,f,0,,3,3,,7,3,0,1950
425916,0,27,,f,0,,3,3,,7,3,0,1950
425917,0,14,,f,0,,3,3,,7,3,0,1950
425918,0,28,,f,0,,3,3,,7,3,0,1950
425919,0,18,,f,0,,3,3,,7,3,0,1950
425920,0,16,,f,0,,3,3,,7,3,0,1950
425921,0,17,,f,0,,3,3,,7,3,0,1950
425922,0,29,,f,0,,3,3,,7,3,0,1950
425923,0,30,,f,0,,3,3,,7,3,0,1950
425924,0,20,,f,0,,3,3,,7,3,0,1950
425925,0,31,,f,0,,3,3,,7,3,0,1950
425926,0,21,,f,0,,3,3,,7,3,0,1950
425927,0,22,,f,0,,3,3,,7,3,0,1950
425928,0,32,,f,0,,3,3,,7,3,0,1950
425929,0,23,,f,0,,3,3,,7,3,0,1950
425930,0,33,,f,0,,3,3,,7,3,0,1950
425931,0,59,,f,0,,3,3,,7,3,0,1950
425932,0,60,,f,0,,3,3,,7,3,0,1950
425933,0,61,,f,0,,3,3,,7,3,0,1950
425934,0,62,,f,0,,3,3,,7,3,0,1950
425935,0,63,,f,0,,3,3,,7,3,0,1950
425936,0,64,,f,0,,3,3,,7,3,0,1950
425937,0,65,,f,0,,3,3,,7,3,0,1950
425938,0,66,,f,0,,3,3,,7,3,0,1950
425939,0,67,,f,0,,3,3,,7,3,0,1950
425940,0,1,1,t,18,1,4,4,,10,3,2,1950
425941,0,2,2,t,12,2,4,4,,10,3,0,1950
425942,0,13,1,t,9,3,4,4,,10,3,1,1950
425943,0,34,1,t,9,4,4,4,,10,3,1,1950
425944,0,24,2,t,6,5,4,4,,10,3,0,1950
425945,0,35,2,t,6,6,4,4,,10,3,0,1950
425946,0,5,3,t,6,7,4,4,,10,3,0,1950
425947,0,15,4,t,5,8,4,4,,10,3,0,1950
425948,0,19,3,t,4,9,4,4,,10,3,0,1950
425949,0,3,3,t,4,10,4,4,,10,3,0,1950
425950,0,36,3,t,4,11,4,4,,10,3,0,1950
425951,0,25,4,t,3,12,4,4,,10,3,0,1950
425952,0,4,4,t,3,13,4,4,,10,3,0,1950
425953,0,37,4,t,3,14,4,4,,10,3,0,1950
425954,0,68,5,t,2,15,4,4,,10,3,0,1950
425955,0,38,5,t,1,16,4,4,,10,3,0,1950
425956,0,39,5,t,1,17,4,4,,10,3,0,1950
425957,0,6,6,f,0,,4,4,,10,3,0,1950
425958,0,18,6,f,0,,4,4,,10,3,0,1950
425959,0,40,6,f,0,,4,4,,10,3,0,1950
425960,0,12,7,f,0,,4,4,,10,3,0,1950
425961,0,7,7,f,0,,4,4,,10,3,0,1950
425962,0,41,7,f,0,,4,4,,10,3,0,1950
425963,0,69,7,f,0,,4,4,,10,3,0,1950
425964,0,8,8,f,0,,4,4,,10,3,0,1950
425965,0,31,8,f,0,,4,4,,10,3,0,1950
425966,0,42,8,f,0,,4,4,,10,3,0,1950
425967,0,9,9,f,0,,4,4,,10,3,0,1950
425968,0,43,9,f,0,,4,4,,10,3,0,1950
425969,0,10,10,f,0,,4,4,,10,3,0,1950
425970,0,11,10,f,0,,4,4,,10,3,0,1950
425971,0,44,10,f,0,,4,4,,10,3,0,1950
425972,0,45,11,f,0,,4,4,,10,3,0,1950
425973,0,70,11,f,0,,4,4,,10,3,0,1950
425974,0,46,12,f,0,,4,4,,10,3,0,1950
425975,0,47,13,f,0,,4,4,,10,3,0,1950
425976,0,48,14,f,0,,4,4,,10,3,0,1950
425977,0,49,15,f,0,,4,4,,10,3,0,1950
425978,0,50,16,f,0,,4,4,,10,3,0,1950
425979,0,51,17,f,0,,4,4,,10,3,0,1950
425980,0,52,18,f,0,,4,4,,10,3,0,1950
425981,0,53,19,f,0,,4,4,,10,3,0,1950
425982,0,54,20,f,0,,4,4,,10,3,0,1950
425983,0,55,21,f,0,,4,4,,10,3,0,1950
425984,0,56,22,f,0,,4,4,,10,3,0,1950
425985,0,57,23,f,0,,4,4,,10,3,0,1950
425986,0,58,24,f,0,,4,4,,10,3,0,1950
425987,0,26,,f,0,,4,4,,10,3,0,1950
425988,0,27,,f,0,,4,4,,10,3,0,1950
425989,0,14,,f,0,,4,4,,10,3,0,1950
425990,0,20,,f,0,,4,4,,10,3,0,1950
425991,0,28,,f,0,,4,4,,10,3,0,1950
425992,0,16,,f,0,,4,4,,10,3,0,1950
425993,0,17,,f,0,,4,4,,10,3,0,1950
425994,0,29,,f,0,,4,4,,10,3,0,1950
425995,0,30,,f,0,,4,4,,10,3,0,1950
425996,0,21,,f,0,,4,4,,10,3,0,1950
425997,0,22,,f,0,,4,4,,10,3,0,1950
425998,0,32,,f,0,,4,4,,10,3,0,1950
425999,0,23,,f,0,,4,4,,10,3,0,1950
426000,0,33,,f,0,,4,4,,10,3,0,1950
426001,0,59,,f,0,,4,4,,10,3,0,1950
426002,0,60,,f,0,,4,4,,10,3,0,1950
426003,0,61,,f,0,,4,4,,10,3,0,1950
426004,0,62,,f,0,,4,4,,10,3,0,1950
426005,0,63,,f,0,,4,4,,10,3,0,1950
426006,0,64,,f,0,,4,4,,10,3,0,1950
426007,0,65,,f,0,,4,4,,10,3,0,1950
426008,0,66,,f,0,,4,4,,10,3,0,1950
426009,0,67,,f,0,,4,4,,10,3,0,1950
426010,0,1,1,t,22,1,5,5,,13,3,2,1950
426011,0,2,2,t,18,2,5,5,,13,3,0,1950
426012,0,13,1,t,17,3,5,5,,13,3,2,1950
426013,0,5,3,t,10,4,5,5,,13,3,0,1950
426014,0,34,1,t,9,5,5,5,,13,3,1,1950
426015,0,24,2,t,8,6,5,5,,13,3,0,1950
426016,0,35,2,t,6,7,5,5,,13,3,0,1950
426017,0,15,4,t,5,8,5,5,,13,3,0,1950
426018,0,19,3,t,4,9,5,5,,13,3,0,1950
426019,0,3,3,t,4,10,5,5,,13,3,0,1950
426020,0,36,3,t,4,11,5,5,,13,3,0,1950
426021,0,25,4,t,3,12,5,5,,13,3,0,1950
426022,0,4,4,t,3,13,5,5,,13,3,0,1950
426023,0,37,4,t,3,14,5,5,,13,3,0,1950
426024,0,68,5,t,2,15,5,5,,13,3,0,1950
426025,0,38,5,t,1,16,5,5,,13,3,0,1950
426026,0,39,5,t,1,17,5,5,,13,3,0,1950
426027,0,6,6,f,0,,5,5,,13,3,0,1950
426028,0,26,6,f,0,,5,5,,13,3,0,1950
426029,0,18,6,f,0,,5,5,,13,3,0,1950
426030,0,40,6,f,0,,5,5,,13,3,0,1950
426031,0,12,7,f,0,,5,5,,13,3,0,1950
426032,0,7,7,f,0,,5,5,,13,3,0,1950
426033,0,41,7,f,0,,5,5,,13,3,0,1950
426034,0,69,7,f,0,,5,5,,13,3,0,1950
426035,0,71,7,f,0,,5,5,,13,3,0,1950
426036,0,8,8,f,0,,5,5,,13,3,0,1950
426037,0,31,8,f,0,,5,5,,13,3,0,1950
426038,0,42,8,f,0,,5,5,,13,3,0,1950
426039,0,17,9,f,0,,5,5,,13,3,0,1950
426040,0,9,9,f,0,,5,5,,13,3,0,1950
426041,0,43,9,f,0,,5,5,,13,3,0,1950
426042,0,70,10,f,0,,5,5,,13,3,0,1950
426043,0,10,10,f,0,,5,5,,13,3,0,1950
426044,0,11,10,f,0,,5,5,,13,3,0,1950
426045,0,44,10,f,0,,5,5,,13,3,0,1950
426046,0,45,11,f,0,,5,5,,13,3,0,1950
426047,0,46,12,f,0,,5,5,,13,3,0,1950
426048,0,47,13,f,0,,5,5,,13,3,0,1950
426049,0,48,14,f,0,,5,5,,13,3,0,1950
426050,0,49,15,f,0,,5,5,,13,3,0,1950
426051,0,50,16,f,0,,5,5,,13,3,0,1950
426052,0,51,17,f,0,,5,5,,13,3,0,1950
426053,0,52,18,f,0,,5,5,,13,3,0,1950
426054,0,53,19,f,0,,5,5,,13,3,0,1950
426055,0,54,20,f,0,,5,5,,13,3,0,1950
426056,0,55,21,f,0,,5,5,,13,3,0,1950
426057,0,56,22,f,0,,5,5,,13,3,0,1950
426058,0,57,23,f,0,,5,5,,13,3,0,1950
426059,0,58,24,f,0,,5,5,,13,3,0,1950
426060,0,27,,f,0,,5,5,,13,3,0,1950
426061,0,72,,f,0,,5,5,,13,3,0,1950
426062,0,14,,f,0,,5,5,,13,3,0,1950
426063,0,20,,f,0,,5,5,,13,3,0,1950
426064,0,28,,f,0,,5,5,,13,3,0,1950
426065,0,16,,f,0,,5,5,,13,3,0,1950
426066,0,29,,f,0,,5,5,,13,3,0,1950
426067,0,30,,f,0,,5,5,,13,3,0,1950
426068,0,21,,f,0,,5,5,,13,3,0,1950
426069,0,22,,f,0,,5,5,,13,3,0,1950
426070,0,32,,f,0,,5,5,,13,3,0,1950
426071,0,23,,f,0,,5,5,,13,3,0,1950
426072,0,33,,f,0,,5,5,,13,3,0,1950
426073,0,59,,f,0,,5,5,,13,3,0,1950
426074,0,60,,f,0,,5,5,,13,3,0,1950
426075,0,61,,f,0,,5,5,,13,3,0,1950
426076,0,62,,f,0,,5,5,,13,3,0,1950
426077,0,63,,f,0,,5,5,,13,3,0,1950
426078,0,64,,f,0,,5,5,,13,3,0,1950
426079,0,65,,f,0,,5,5,,13,3,0,1950
426080,0,66,,f,0,,5,5,,13,3,0,1950
426081,0,67,,f,0,,5,5,,13,3,0,1950
426082,0,13,1,t,26,1,6,6,,16,3,3,1950
426083,0,2,2,t,24,2,6,6,,16,3,0,1950
426084,0,1,1,t,22,3,6,6,,16,3,2,1950
426085,0,5,3,t,10,4,6,6,,16,3,0,1950
426086,0,34,1,t,9,5,6,6,,16,3,1,1950
426087,0,24,2,t,8,6,6,6,,16,3,0,1950
426088,0,35,2,t,6,7,6,6,,16,3,0,1950
426089,0,15,4,t,5,8,6,6,,16,3,0,1950
426090,0,19,3,t,4,9,6,6,,16,3,0,1950
426091,0,3,3,t,4,10,6,6,,16,3,0,1950
426092,0,32,3,t,4,11,6,6,,16,3,0,1950
426093,0,36,3,t,4,12,6,6,,16,3,0,1950
426094,0,4,4,t,3,13,6,6,,16,3,0,1950
426095,0,25,4,t,3,14,6,6,,16,3,0,1950
426096,0,28,4,t,3,15,6,6,,16,3,0,1950
426097,0,37,4,t,3,16,6,6,,16,3,0,1950
426098,0,68,5,t,2,17,6,6,,16,3,0,1950
426099,0,8,5,t,1,18,6,6,,16,3,0,1950
426100,0,72,5,t,1,19,6,6,,16,3,0,1950
426101,0,38,5,t,1,20,6,6,,16,3,0,1950
426102,0,39,5,t,1,21,6,6,,16,3,0,1950
426103,0,6,6,f,0,,6,6,,16,3,0,1950
426104,0,26,6,f,0,,6,6,,16,3,0,1950
426105,0,18,6,f,0,,6,6,,16,3,0,1950
426106,0,40,6,f,0,,6,6,,16,3,0,1950
426107,0,73,6,f,0,,6,6,,16,3,0,1950
426108,0,12,7,f,0,,6,6,,16,3,0,1950
426109,0,71,7,f,0,,6,6,,16,3,0,1950
426110,0,7,7,f,0,,6,6,,16,3,0,1950
426111,0,41,7,f,0,,6,6,,16,3,0,1950
426112,0,69,7,f,0,,6,6,,16,3,0,1950
426113,0,31,8,f,0,,6,6,,16,3,0,1950
426114,0,42,8,f,0,,6,6,,16,3,0,1950
426115,0,9,9,f,0,,6,6,,16,3,0,1950
426116,0,17,9,f,0,,6,6,,16,3,0,1950
426117,0,43,9,f,0,,6,6,,16,3,0,1950
426118,0,70,10,f,0,,6,6,,16,3,0,1950
426119,0,10,10,f,0,,6,6,,16,3,0,1950
426120,0,11,10,f,0,,6,6,,16,3,0,1950
426121,0,44,10,f,0,,6,6,,16,3,0,1950
426122,0,45,11,f,0,,6,6,,16,3,0,1950
426123,0,46,12,f,0,,6,6,,16,3,0,1950
426124,0,47,13,f,0,,6,6,,16,3,0,1950
426125,0,48,14,f,0,,6,6,,16,3,0,1950
426126,0,49,15,f,0,,6,6,,16,3,0,1950
426127,0,50,16,f,0,,6,6,,16,3,0,1950
426128,0,51,17,f,0,,6,6,,16,3,0,1950
426129,0,52,18,f,0,,6,6,,16,3,0,1950
426130,0,53,19,f,0,,6,6,,16,3,0,1950
426131,0,54,20,f,0,,6,6,,16,3,0,1950
426132,0,55,21,f,0,,6,6,,16,3,0,1950
426133,0,56,22,f,0,,6,6,,16,3,0,1950
426134,0,57,23,f,0,,6,6,,16,3,0,1950
426135,0,58,24,f,0,,6,6,,16,3,0,1950
426136,0,27,,f,0,,6,6,,16,3,0,1950
426137,0,14,,f,0,,6,6,,16,3,0,1950
426138,0,30,,f,0,,6,6,,16,3,0,1950
426139,0,20,,f,0,,6,6,,16,3,0,1950
426140,0,16,,f,0,,6,6,,16,3,0,1950
